fund_name,tracking_error
axis_bluechip,0.12838265754591432
hdfc_top100,0.1898138253668237
icici_bluechip,0.18479018009778578
kotak_bluechip,0.20804107086245674
nippon_largecap,0.18591274125700719
sbi_bluechip,0.17604527215309226
