fund_name,alpha,beta
axis_bluechip,0.06830830319817663,0.0016515628656974648
hdfc_top100,0.1265315508671524,-0.028615283957404324
icici_bluechip,0.06596249701727933,-0.017920237281051594
kotak_bluechip,0.173563386343842,0.0017214566282283332
nippon_largecap,0.14857189401891904,-0.006273188521396081
sbi_bluechip,-0.031184873987085922,0.060558424530338245
