fund_name,sortino_ratio
hdfc_top100,1.3246284028487567
kotak_bluechip,0.8064833763094816
icici_bluechip,0.76937133594116
nippon_largecap,0.7013089076607177
axis_bluechip,0.14813960016567157
sbi_bluechip,-0.3891187076807106
